Year,Month,Region,Model,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Estimated_Deliveries
2019,1,Rest of World,Model 3,845,41783.61,70.3,448.7,63.79,786
2019,1,Rest of World,Model S,156,90033.17,94.3,528.7,13.55,148
2019,1,Rest of World,Model X,111,98819.65,100.4,462.7,8.3,101
2019,2,Asia-Pacific,Model 3,5881,42030.8,69.4,446.1,424.48,5367
2019,2,Asia-Pacific,Model S,1114,89753.64,94.2,537.3,117.99,1174
2019,2,Asia-Pacific,Model X,772,98892.44,99.9,473.8,62.54,732
2019,2,Europe,Model 3,5625,42030.8,69.4,446.1,467.17,5564
2019,2,Europe,Model S,1216,89753.64,94.2,537.3,108.69,1138
2019,2,Europe,Model X,834,98892.44,99.9,473.8,75.89,856
2019,2,North America,Model 3,8138,42030.8,69.4,446.1,601.54,7827
2019,2,North America,Model S,1740,89753.64,94.2,537.3,165.05,1667
2019,2,North America,Model X,1117,98892.44,99.9,473.8,94.23,1090
2019,2,Rest of World,Model 3,1365,42030.8,69.4,446.1,103.7,1271
2019,2,Rest of World,Model S,281,89753.64,94.2,537.3,27.06,272
2019,2,Rest of World,Model X,165,98892.44,99.9,473.8,14.23,163
2019,3,Asia-Pacific,Model 3,8361,41237.63,70.2,449.8,718.71,8639
2019,3,Asia-Pacific,Model S,1511,87831.34,95.5,533.4,140.43,1446
2019,3,Asia-Pacific,Model X,1010,101792.29,101.0,466.4,86.12,1033
2019,3,Europe,Model 3,9010,41237.63,70.2,449.8,735.16,9117
2019,3,Europe,Model S,1835,87831.34,95.5,533.4,185.39,1954
2019,3,Europe,Model X,1195,101792.29,101.0,466.4,100.49,1148
2019,3,North America,Model 3,11778,41237.63,70.2,449.8,1017.65,12132
2019,3,North America,Model S,2347,87831.34,95.5,533.4,209.21,2274
2019,3,North America,Model X,1653,101792.29,101.0,466.4,159.49,1854
2019,3,Rest of World,Model 3,1875,41237.63,70.2,449.8,164.52,1947
2019,3,Rest of World,Model S,382,87831.34,95.5,533.4,39.0,388
2019,3,Rest of World,Model X,242,101792.29,101.0,466.4,20.11,249
2019,4,Asia-Pacific,Model 3,3613,42292.28,69.8,437.4,272.25,3519
2019,4,Asia-Pacific,Model S,764,87533.14,94.3,522.9,69.9,758
2019,4,Asia-Pacific,Model X,473,102239.94,100.5,472.8,40.8,494
2019,4,Europe,Model 3,3781,42292.28,69.8,437.4,299.09,3708
2019,4,Europe,Model S,862,87533.14,94.3,522.9,83.79,870
2019,4,Europe,Model X,564,102239.94,100.5,472.8,49.29,552
2019,4,North America,Model 3,6100,42292.28,69.8,437.4,479.6,5937
2019,4,North America,Model S,1209,87533.14,94.3,522.9,108.58,1153
2019,4,North America,Model X,736,102239.94,100.5,472.8,59.06,712
2019,4,Rest of World,Model 3,826,42292.28,69.8,437.4,63.84,827
2019,4,Rest of World,Model S,177,87533.14,94.3,522.9,18.8,196
2019,4,Rest of World,Model X,118,102239.94,100.5,472.8,9.84,113
2019,5,Asia-Pacific,Model 3,5597,41111.58,69.9,439.9,459.79,5646
2019,5,Asia-Pacific,Model S,1111,91199.18,95.2,538.2,102.2,1057
2019,5,Asia-Pacific,Model X,711,100363.96,100.4,472.2,60.93,697
2019,5,Europe,Model 3,5992,41111.58,69.9,439.9,465.73,5929
2019,5,Europe,Model S,1217,91199.18,95.2,538.2,117.46,1264
2019,5,Europe,Model X,828,100363.96,100.4,472.2,63.21,778
2019,5,North America,Model 3,7873,41111.58,69.9,439.9,638.55,8297
2019,5,North America,Model S,1656,91199.18,95.2,538.2,139.14,1449
2019,5,North America,Model X,1179,100363.96,100.4,472.2,92.59,1115
2019,5,Rest of World,Model 3,1187,41111.58,69.9,439.9,96.33,1231
2019,5,Rest of World,Model S,259,91199.18,95.2,538.2,24.85,255
2019,5,Rest of World,Model X,174,100363.96,100.4,472.2,14.45,171
2019,6,Asia-Pacific,Model 3,8048,41873.34,69.4,447.8,639.88,7574
2019,6,Asia-Pacific,Model S,1681,90388.11,94.4,531.9,166.1,1738
2019,6,Asia-Pacific,Model X,988,99978.77,100.5,469.1,82.59,940
2019,6,Europe,Model 3,7928,41873.34,69.4,447.8,709.3,8410
2019,6,Europe,Model S,1651,90388.11,94.4,531.9,150.64,1517
2019,6,Europe,Model X,1173,99978.77,100.5,469.1,92.26,1142
2019,6,North America,Model 3,12239,41873.34,69.4,447.8,905.59,10803
2019,6,North America,Model S,2399,90388.11,94.4,531.9,241.99,2421
2019,6,North America,Model X,1705,99978.77,100.5,469.1,149.48,1727
2019,6,Rest of World,Model 3,1768,41873.34,69.4,447.8,136.8,1750
2019,6,Rest of World,Model S,346,90388.11,94.4,531.9,32.7,334
2019,6,Rest of World,Model X,235,99978.77,100.5,469.1,19.49,225
2019,7,Asia-Pacific,Model 3,3604,41897.28,70.4,435.0,275.69,3393
2019,7,Asia-Pacific,Model S,759,92548.83,94.7,532.3,66.97,727
2019,7,Asia-Pacific,Model X,497,100261.23,99.9,462.4,43.09,510
2019,7,Europe,Model 3,3855,41897.28,70.4,435.0,313.94,4002
2019,7,Europe,Model S,779,92548.83,94.7,532.3,75.96,788
2019,7,Europe,Model X,582,100261.23,99.9,462.4,48.34,583
2019,7,North America,Model 3,5541,41897.28,70.4,435.0,399.44,5228
2019,7,North America,Model S,1092,92548.83,94.7,532.3,111.15,1202
2019,7,North America,Model X,774,100261.23,99.9,462.4,61.46,764
2019,7,Rest of World,Model 3,926,41897.28,70.4,435.0,69.42,891
2019,7,Rest of World,Model S,185,92548.83,94.7,532.3,17.51,179
2019,7,Rest of World,Model X,117,100261.23,99.9,462.4,9.86,115
2019,8,Asia-Pacific,Model 3,6150,41437.8,69.5,451.5,513.25,6034
2019,8,Asia-Pacific,Model S,1188,92618.94,94.1,535.8,112.87,1139
2019,8,Asia-Pacific,Model X,730,100139.98,100.6,466.2,61.87,751
2019,8,Europe,Model 3,6356,41437.8,69.5,451.5,495.54,6363
2019,8,Europe,Model S,1248,92618.94,94.1,535.8,112.83,1218
2019,8,Europe,Model X,887,100139.98,100.6,466.2,75.19,893
2019,8,North America,Model 3,8491,41437.8,69.5,451.5,639.45,7916
2019,8,North America,Model S,1659,92618.94,94.1,535.8,164.48,1699
2019,8,North America,Model X,1204,100139.98,100.6,466.2,103.9,1251
2019,8,Rest of World,Model 3,1320,41437.8,69.5,451.5,118.17,1387
2019,8,Rest of World,Model S,287,92618.94,94.1,535.8,27.89,298
2019,8,Rest of World,Model X,189,100139.98,100.6,466.2,16.68,191
2019,9,Asia-Pacific,Model 3,8666,41058.19,69.8,446.0,673.14,8551
2019,9,Asia-Pacific,Model S,1597,88196.16,94.9,538.1,166.11,1662
2019,9,Asia-Pacific,Model X,1165,99755.59,100.0,467.6,98.81,1160
2019,9,Europe,Model 3,9567,41058.19,69.8,446.0,802.83,9859
2019,9,Europe,Model S,1818,88196.16,94.9,538.1,184.13,1858
2019,9,Europe,Model X,1248,99755.59,100.0,467.6,102.0,1218
2019,9,North America,Model 3,13316,41058.19,69.8,446.0,1090.23,14036
2019,9,North America,Model S,2446,88196.16,94.9,538.1,253.14,2598
2019,9,North America,Model X,1815,99755.59,100.0,467.6,156.73,1925
2019,9,Rest of World,Model 3,1850,41058.19,69.8,446.0,160.22,1944
2019,9,Rest of World,Model S,390,88196.16,94.9,538.1,37.39,374
2019,9,Rest of World,Model X,253,99755.59,100.0,467.6,22.09,259
2019,10,Asia-Pacific,Model 3,4098,42513.29,69.4,443.6,349.45,4211
2019,10,Asia-Pacific,Model S,896,91557.62,94.5,533.5,78.58,781
2019,10,Asia-Pacific,Model X,521,97252.15,100.8,474.8,44.64,534
2019,10,Europe,Model 3,4631,42513.29,69.4,443.6,349.54,4468
2019,10,Europe,Model S,904,91557.62,94.5,533.5,92.97,972
2019,10,Europe,Model X,633,97252.15,100.8,474.8,56.71,644
2019,10,North America,Model 3,6245,42513.29,69.4,443.6,478.51,6114
2019,10,North America,Model S,1388,91557.62,94.5,533.5,129.86,1407
2019,10,North America,Model X,838,97252.15,100.8,474.8,71.44,803
2019,10,Rest of World,Model 3,928,42513.29,69.4,443.6,75.65,989
2019,10,Rest of World,Model S,183,91557.62,94.5,533.5,17.82,187
2019,10,Rest of World,Model X,138,97252.15,100.8,474.8,10.84,132
2019,11,Asia-Pacific,Model 3,5823,42383.61,70.1,450.9,437.94,5653
2019,11,Asia-Pacific,Model S,1094,87487.22,95.9,531.8,113.19,1136
2019,11,Asia-Pacific,Model X,805,98901.68,100.5,469.0,69.22,842
2019,11,Europe,Model 3,6434,42383.61,70.1,450.9,501.92,6271
2019,11,Europe,Model S,1172,87487.22,95.9,531.8,107.58,1169
2019,11,Europe,Model X,832,98901.68,100.5,469.0,75.14,882
2019,11,North America,Model 3,9349,42383.61,70.1,450.9,712.05,8768
2019,11,North America,Model S,1902,87487.22,95.9,531.8,172.85,1802
2019,11,North America,Model X,1219,98901.68,100.5,469.0,119.15,1358
2019,11,Rest of World,Model 3,1272,42383.61,70.1,450.9,97.03,1233
2019,11,Rest of World,Model S,277,87487.22,95.9,531.8,26.71,281
2019,11,Rest of World,Model X,180,98901.68,100.5,469.0,14.67,174
2019,12,Asia-Pacific,Model 3,6861,41044.98,70.4,441.5,593.77,7203
2019,12,Asia-Pacific,Model S,1464,90598.21,94.4,525.4,137.04,1472
2019,12,Asia-Pacific,Model X,1044,101213.55,99.3,479.5,88.8,1070
2019,12,Europe,Model 3,8246,41044.98,70.4,441.5,642.87,8015
2019,12,Europe,Model S,1607,90598.21,94.4,525.4,152.8,1549
2019,12,Europe,Model X,1106,101213.55,99.3,479.5,86.28,1019
2019,12,North America,Model 3,10667,41044.98,70.4,441.5,876.07,10842
2019,12,North America,Model S,2297,90598.21,94.4,525.4,220.21,2312
2019,12,North America,Model X,1472,101213.55,99.3,479.5,123.97,1380
2019,12,Rest of World,Model 3,1780,41044.98,70.4,441.5,148.13,1792
2019,12,Rest of World,Model S,344,90598.21,94.4,525.4,32.13,340
2019,12,Rest of World,Model X,225,101213.55,99.3,479.5,18.74,220
2020,1,Asia-Pacific,Model 3,2595,41160.49,69.5,448.1,194.71,2522
2020,1,Asia-Pacific,Model S,390,88067.54,94.9,527.0,38.86,396
2020,1,Asia-Pacific,Model X,385,98837.88,99.9,482.5,33.69,393
2020,1,Europe,Model 3,2709,41160.49,69.5,448.1,217.65,2662
2020,1,Europe,Model S,415,88067.54,94.9,527.0,35.51,366
2020,1,Europe,Model X,433,98837.88,99.9,482.5,35.9,421
2020,1,North America,Model 3,4352,41160.49,69.5,448.1,358.16,4510
2020,1,North America,Model S,566,88067.54,94.9,527.0,50.58,534
2020,1,North America,Model X,613,98837.88,99.9,482.5,51.82,578
2020,1,Rest of World,Model 3,606,41160.49,69.5,448.1,51.19,628
2020,1,Rest of World,Model S,90,88067.54,94.9,527.0,8.9,96
2020,1,Rest of World,Model X,89,98837.88,99.9,482.5,7.89,92
2020,2,Asia-Pacific,Model 3,3333,42135.35,70.4,450.1,239.78,2936
2020,2,Asia-Pacific,Model S,525,89268.81,95.9,531.4,45.86,503
2020,2,Asia-Pacific,Model X,526,97140.11,99.9,481.9,40.54,475
2020,2,Europe,Model 3,3503,42135.35,70.4,450.1,258.47,3338
2020,2,Europe,Model S,486,89268.81,95.9,531.4,46.61,487
2020,2,Europe,Model X,535,97140.11,99.9,481.9,47.47,530
2020,2,North America,Model 3,5542,42135.35,70.4,450.1,389.96,4932
2020,2,North America,Model S,746,89268.81,95.9,531.4,66.96,701
2020,2,North America,Model X,726,97140.11,99.9,481.9,63.8,708
2020,2,Rest of World,Model 3,744,42135.35,70.4,450.1,60.99,757
2020,2,Rest of World,Model S,111,89268.81,95.9,531.4,9.98,108
2020,2,Rest of World,Model X,113,97140.11,99.9,481.9,8.54,102
2020,3,Asia-Pacific,Model 3,5357,42921.25,69.9,458.0,429.95,5454
2020,3,Asia-Pacific,Model S,693,89469.61,95.7,548.1,72.81,709
2020,3,Asia-Pacific,Model X,711,97748.92,99.6,482.6,61.2,726
2020,3,Europe,Model 3,5864,42921.25,69.9,458.0,487.36,5948
2020,3,Europe,Model S,743,89469.61,95.7,548.1,72.53,732
2020,3,Europe,Model X,776,97748.92,99.6,482.6,69.67,795
2020,3,North America,Model 3,8217,42921.25,69.9,458.0,613.86,7392
2020,3,North America,Model S,1137,89469.61,95.7,548.1,128.21,1284
2020,3,North America,Model X,1183,97748.92,99.6,482.6,102.43,1222
2020,3,Rest of World,Model 3,1243,42921.25,69.9,458.0,111.65,1299
2020,3,Rest of World,Model S,173,89469.61,95.7,548.1,18.48,182
2020,3,Rest of World,Model X,174,97748.92,99.6,482.6,15.58,178
2020,4,Asia-Pacific,Model 3,2164,41619.03,70.4,442.4,150.88,1947
2020,4,Asia-Pacific,Model S,289,87403.23,95.4,537.0,28.12,297
2020,4,Asia-Pacific,Model X,280,102004.87,99.3,481.6,22.59,263
2020,4,Europe,Model 3,2256,41619.03,70.4,442.4,183.2,2235
2020,4,Europe,Model S,315,87403.23,95.4,537.0,31.37,315
2020,4,Europe,Model X,340,102004.87,99.3,481.6,30.95,353
2020,4,North America,Model 3,3454,41619.03,70.4,442.4,233.19,3058
2020,4,North America,Model S,477,87403.23,95.4,537.0,42.53,449
2020,4,North America,Model X,479,102004.87,99.3,481.6,43.25,486
2020,4,Rest of World,Model 3,466,41619.03,70.4,442.4,36.02,439
2020,4,Rest of World,Model S,64,87403.23,95.4,537.0,6.33,64
2020,4,Rest of World,Model X,68,102004.87,99.3,481.6,5.56,67
2020,5,Asia-Pacific,Model 3,3769,40876.92,69.7,453.8,271.64,3499
2020,5,Asia-Pacific,Model S,480,92193.0,95.0,533.7,49.8,499
2020,5,Asia-Pacific,Model X,533,97430.65,99.5,480.5,50.37,596
2020,5,Europe,Model 3,3571,40876.92,69.7,453.8,286.68,3670
2020,5,Europe,Model S,592,92193.0,95.0,533.7,51.76,531
2020,5,Europe,Model X,577,97430.65,99.5,480.5,49.71,596
2020,5,North America,Model 3,5061,40876.92,69.7,453.8,397.12,4856
2020,5,North America,Model S,751,92193.0,95.0,533.7,74.23,762
2020,5,North America,Model X,813,97430.65,99.5,480.5,66.42,744
2020,5,Rest of World,Model 3,792,40876.92,69.7,453.8,58.2,742
2020,5,Rest of World,Model S,118,92193.0,95.0,533.7,12.55,129
2020,5,Rest of World,Model X,118,97430.65,99.5,480.5,9.81,112
2020,6,Asia-Pacific,Model 3,5153,42674.27,70.5,447.8,423.41,5351
2020,6,Asia-Pacific,Model S,784,89245.26,95.7,532.6,68.47,700
2020,6,Asia-Pacific,Model X,817,100998.31,100.5,485.9,60.12,708
2020,6,Asia-Pacific,Model Y,7868,51061.55,77.7,426.6,603.12,7831
2020,6,Europe,Model 3,5476,42674.27,70.5,447.8,428.43,5258
2020,6,Europe,Model S,804,89245.26,95.7,532.6,76.76,835
2020,6,Europe,Model X,838,100998.31,100.5,485.9,75.54,876
2020,6,Europe,Model Y,8841,51061.55,77.7,426.6,652.32,8925
2020,6,North America,Model 3,8655,42674.27,70.5,447.8,753.18,9001
2020,6,North America,Model S,1136,89245.26,95.7,532.6,115.66,1159
2020,6,North America,Model X,1255,100998.31,100.5,485.9,106.29,1182
2020,6,North America,Model Y,12607,51061.55,77.7,426.6,862.25,11803
2020,6,Rest of World,Model 3,1258,42674.27,70.5,447.8,99.54,1209
2020,6,Rest of World,Model S,162,89245.26,95.7,532.6,15.66,160
2020,6,Rest of World,Model X,172,100998.31,100.5,485.9,14.45,173
2020,6,Rest of World,Model Y,1961,51061.55,77.7,426.6,128.76,1683
2020,7,Asia-Pacific,Model 3,2476,42623.56,69.4,448.9,195.7,2455
2020,7,Asia-Pacific,Model S,365,90958.73,95.5,533.5,33.72,369
2020,7,Asia-Pacific,Model X,373,99230.44,99.6,467.5,31.18,378
2020,7,Asia-Pacific,Model Y,4453,52877.72,77.4,421.3,338.05,4553
2020,7,Europe,Model 3,2991,42623.56,69.4,448.9,248.03,2934
2020,7,Europe,Model S,440,90958.73,95.5,533.5,41.2,446
2020,7,Europe,Model X,431,99230.44,99.6,467.5,36.62,437
2020,7,Europe,Model Y,4414,52877.72,77.4,421.3,303.65,4067
2020,7,North America,Model 3,4386,42623.56,69.4,448.9,347.88,4123
2020,7,North America,Model S,609,90958.73,95.5,533.5,58.99,613
2020,7,North America,Model X,597,99230.44,99.6,467.5,55.61,631
2020,7,North America,Model Y,6741,52877.72,77.4,421.3,499.56,6499
2020,7,Rest of World,Model 3,586,42623.56,69.4,448.9,46.05,563
2020,7,Rest of World,Model S,85,90958.73,95.5,533.5,7.94,84
2020,7,Rest of World,Model X,81,99230.44,99.6,467.5,6.39,76
2020,7,Rest of World,Model Y,959,52877.72,77.4,421.3,69.33,956
2020,8,Asia-Pacific,Model 3,3822,40924.17,70.7,451.5,320.86,3883
2020,8,Asia-Pacific,Model S,509,88095.44,95.2,526.9,47.07,494
2020,8,Asia-Pacific,Model X,566,97994.5,99.4,476.0,46.49,556
2020,8,Asia-Pacific,Model Y,5637,52847.48,77.2,420.0,410.35,5657
2020,8,Europe,Model 3,3762,40924.17,70.7,451.5,299.23,3690
2020,8,Europe,Model S,584,88095.44,95.2,526.9,52.5,578
2020,8,Europe,Model X,610,97994.5,99.4,476.0,50.59,609
2020,8,Europe,Model Y,6384,52847.48,77.2,420.0,454.94,6190
2020,8,North America,Model 3,5400,40924.17,70.7,451.5,450.78,5407
2020,8,North America,Model S,805,88095.44,95.2,526.9,68.67,724
2020,8,North America,Model X,753,97994.5,99.4,476.0,63.01,755
2020,8,North America,Model Y,8226,52847.48,77.2,420.0,611.6,8316
2020,8,Rest of World,Model 3,806,40924.17,70.7,451.5,60.37,738
2020,8,Rest of World,Model S,120,88095.44,95.2,526.9,11.41,126
2020,8,Rest of World,Model X,121,97994.5,99.4,476.0,10.46,121
2020,8,Rest of World,Model Y,1324,52847.48,77.2,420.0,96.89,1345
2020,9,Asia-Pacific,Model 3,5134,42989.25,70.4,447.9,406.82,4833
2020,9,Asia-Pacific,Model S,844,87939.91,94.8,533.0,74.42,787
2020,9,Asia-Pacific,Model X,779,98442.39,100.8,471.1,69.31,816
2020,9,Asia-Pacific,Model Y,7969,52604.09,78.2,424.6,611.97,7990
2020,9,Europe,Model 3,6022,42989.25,70.4,447.9,469.72,6002
2020,9,Europe,Model S,883,87939.91,94.8,533.0,84.06,841
2020,9,Europe,Model X,785,98442.39,100.8,471.1,67.62,791
2020,9,Europe,Model Y,9003,52604.09,78.2,424.6,685.02,8732
2020,9,North America,Model 3,8448,42989.25,70.4,447.9,623.58,7970
2020,9,North America,Model S,1293,87939.91,94.8,533.0,120.41,1315
2020,9,North America,Model X,1134,98442.39,100.8,471.1,87.05,1056
2020,9,North America,Model Y,12583,52604.09,78.2,424.6,971.72,12666
2020,9,Rest of World,Model 3,1273,42989.25,70.4,447.9,109.63,1383
2020,9,Rest of World,Model S,190,87939.91,94.8,533.0,19.0,195
2020,9,Rest of World,Model X,189,98442.39,100.8,471.1,16.39,185
2020,9,Rest of World,Model Y,1856,52604.09,78.2,424.6,127.36,1754
2020,10,Asia-Pacific,Model 3,2523,41487.33,70.4,453.2,206.75,2432
2020,10,Asia-Pacific,Model S,361,91238.46,94.5,547.5,33.56,345
2020,10,Asia-Pacific,Model X,365,102909.15,99.8,481.9,30.46,368
2020,10,Asia-Pacific,Model Y,3984,53128.48,78.5,416.2,301.88,4031
2020,10,Europe,Model 3,2817,41487.33,70.4,453.2,269.51,3199
2020,10,Europe,Model S,364,91238.46,94.5,547.5,35.34,365
2020,10,Europe,Model X,389,102909.15,99.8,481.9,32.37,386
2020,10,Europe,Model Y,4376,53128.48,78.5,416.2,307.3,4021
2020,10,North America,Model 3,3524,41487.33,70.4,453.2,306.34,3805
2020,10,North America,Model S,552,91238.46,94.5,547.5,54.67,559
2020,10,North America,Model X,545,102909.15,99.8,481.9,45.13,518
2020,10,North America,Model Y,5625,53128.48,78.5,416.2,404.05,5147
2020,10,Rest of World,Model 3,582,41487.33,70.4,453.2,51.99,623
2020,10,Rest of World,Model S,86,91238.46,94.5,547.5,8.74,86
2020,10,Rest of World,Model X,78,102909.15,99.8,481.9,6.75,77
2020,10,Rest of World,Model Y,870,53128.48,78.5,416.2,61.97,856
2020,11,Asia-Pacific,Model 3,3606,43023.34,70.2,440.6,266.98,3290
2020,11,Asia-Pacific,Model S,556,89375.52,95.6,527.3,51.01,535
2020,11,Asia-Pacific,Model X,544,102175.84,100.6,470.9,44.16,506
2020,11,Asia-Pacific,Model Y,6055,51477.26,77.8,412.6,434.35,6092
2020,11,Europe,Model 3,3854,43023.34,70.2,440.6,287.27,3579
2020,11,Europe,Model S,613,89375.52,95.6,527.3,53.66,554
2020,11,Europe,Model X,536,102175.84,100.6,470.9,43.51,495
2020,11,Europe,Model Y,6441,51477.26,77.8,412.6,436.76,5930
2020,11,North America,Model 3,5290,43023.34,70.2,440.6,453.93,5696
2020,11,North America,Model S,750,89375.52,95.6,527.3,74.28,767
2020,11,North America,Model X,821,102175.84,100.6,470.9,65.18,777
2020,11,North America,Model Y,9592,51477.26,77.8,412.6,646.25,8581
2020,11,Rest of World,Model 3,842,43023.34,70.2,440.6,64.86,803
2020,11,Rest of World,Model S,131,89375.52,95.6,527.3,12.41,128
2020,11,Rest of World,Model X,117,102175.84,100.6,470.9,10.6,121
2020,11,Rest of World,Model Y,1296,51477.26,77.8,412.6,96.27,1237
2020,12,Asia-Pacific,Model 3,4426,43125.77,69.5,442.3,343.24,4123
2020,12,Asia-Pacific,Model S,660,87664.51,94.4,537.9,62.36,658
2020,12,Asia-Pacific,Model X,658,97461.88,100.9,468.9,58.56,707
2020,12,Asia-Pacific,Model Y,7809,52538.08,77.4,428.0,619.28,7929
2020,12,Europe,Model 3,5333,43125.77,69.5,442.3,435.08,5516
2020,12,Europe,Model S,729,87664.51,94.4,537.9,66.89,698
2020,12,Europe,Model X,711,97461.88,100.9,468.9,59.62,675
2020,12,Europe,Model Y,8034,52538.08,77.4,428.0,610.77,7980
2020,12,North America,Model 3,7907,43125.77,69.5,442.3,651.28,8110
2020,12,North America,Model S,1134,87664.51,94.4,537.9,112.93,1143
2020,12,North America,Model X,1020,97461.88,100.9,468.9,89.51,1045
2020,12,North America,Model Y,10687,52538.08,77.4,428.0,837.51,10438
2020,12,Rest of World,Model 3,1089,43125.77,69.5,442.3,88.16,1143
2020,12,Rest of World,Model S,162,87664.51,94.4,537.9,15.16,155
2020,12,Rest of World,Model X,152,97461.88,100.9,468.9,14.17,162
2020,12,Rest of World,Model Y,1668,52538.08,77.4,428.0,125.03,1692
2021,1,Asia-Pacific,Model 3,4720,46142.15,70.2,455.0,375.84,4445
2021,1,Asia-Pacific,Model S,737,98592.23,94.5,534.4,68.11,696
2021,1,Asia-Pacific,Model X,735,108286.77,100.2,478.0,60.28,698
2021,1,Asia-Pacific,Model Y,7539,56168.87,78.0,418.7,509.98,7004
2021,1,Europe,Model 3,5401,46142.15,70.2,455.0,498.36,5831
2021,1,Europe,Model S,749,98592.23,94.5,534.4,72.05,732
2021,1,Europe,Model X,783,108286.77,100.2,478.0,68.13,760
2021,1,Europe,Model Y,8950,56168.87,78.0,418.7,702.84,9554
2021,1,North America,Model 3,7492,46142.15,70.2,455.0,605.18,7241
2021,1,North America,Model S,1064,98592.23,94.5,534.4,96.81,1030
2021,1,North America,Model X,1158,108286.77,100.2,478.0,102.35,1162
2021,1,North America,Model Y,13105,56168.87,78.0,418.7,927.63,12813
2021,1,Rest of World,Model 3,1132,46142.15,70.2,455.0,87.25,1087
2021,1,Rest of World,Model S,156,98592.23,94.5,534.4,15.76,157
2021,1,Rest of World,Model X,161,108286.77,100.2,478.0,14.34,164
2021,1,Rest of World,Model Y,1714,56168.87,78.0,418.7,135.06,1726
2021,2,Asia-Pacific,Model 3,6689,44435.65,69.6,459.0,486.05,6139
2021,2,Asia-Pacific,Model S,900,99031.98,94.3,549.0,87.62,904
2021,2,Asia-Pacific,Model X,947,106877.29,100.0,480.9,83.04,936
2021,2,Asia-Pacific,Model Y,9958,57477.03,77.8,421.9,746.03,9392
2021,2,Europe,Model 3,6392,44435.65,69.6,459.0,520.88,6170
2021,2,Europe,Model S,998,99031.98,94.3,549.0,91.28,937
2021,2,Europe,Model X,944,106877.29,100.0,480.9,73.89,824
2021,2,Europe,Model Y,10470,57477.03,77.8,421.9,686.7,9461
2021,2,North America,Model 3,10230,44435.65,69.6,459.0,783.47,9812
2021,2,North America,Model S,1370,99031.98,94.3,549.0,125.5,1268
2021,2,North America,Model X,1517,106877.29,100.0,480.9,135.69,1567
2021,2,North America,Model Y,14607,57477.03,77.8,421.9,1104.72,14392
2021,2,Rest of World,Model 3,1374,44435.65,69.6,459.0,107.8,1350
2021,2,Rest of World,Model S,227,99031.98,94.3,549.0,23.66,229
2021,2,Rest of World,Model X,211,106877.29,100.0,480.9,18.29,209
2021,2,Rest of World,Model Y,2382,57477.03,77.8,421.9,171.91,2251
2021,3,Asia-Pacific,Model 3,8395,45227.44,70.5,450.0,692.1,8924
2021,3,Asia-Pacific,Model S,1210,97438.56,95.4,549.3,128.52,1348
2021,3,Asia-Pacific,Model X,1335,108050.58,99.0,482.2,127.12,1417
2021,3,Asia-Pacific,Model Y,13536,55557.39,77.8,421.5,1107.67,14622
2021,3,Europe,Model 3,9541,45227.44,70.5,450.0,807.35,9521
2021,3,Europe,Model S,1470,97438.56,95.4,549.3,150.07,1502
2021,3,Europe,Model X,1401,108050.58,99.0,482.2,124.14,1504
2021,3,Europe,Model Y,15179,55557.39,77.8,421.5,1164.27,16138
2021,3,North America,Model 3,14728,45227.44,70.5,450.0,1222.16,15756
2021,3,North America,Model S,1879,97438.56,95.4,549.3,168.66,1721
2021,3,North America,Model X,2076,108050.58,99.0,482.2,166.91,1928
2021,3,North America,Model Y,21364,55557.39,77.8,421.5,1695.93,22647
2021,3,Rest of World,Model 3,2040,45227.44,70.5,450.0,168.75,2071
2021,3,Rest of World,Model S,307,97438.56,95.4,549.3,29.55,308
2021,3,Rest of World,Model X,313,108050.58,99.0,482.2,27.96,313
2021,3,Rest of World,Model Y,3012,55557.39,77.8,421.5,227.77,3138
2021,4,Asia-Pacific,Model 3,5017,46469.97,69.6,455.9,397.77,4643
2021,4,Asia-Pacific,Model S,773,98754.32,95.5,546.8,75.68,740
2021,4,Asia-Pacific,Model X,717,109676.48,100.3,485.6,57.9,680
2021,4,Asia-Pacific,Model Y,8524,55383.35,78.3,421.0,598.34,7949
2021,4,Europe,Model 3,5750,46469.97,69.6,455.9,513.07,6072
2021,4,Europe,Model S,823,98754.32,95.5,546.8,86.17,865
2021,4,Europe,Model X,798,109676.48,100.3,485.6,73.77,826
2021,4,Europe,Model Y,9255,55383.35,78.3,421.0,728.76,9356
2021,4,North America,Model 3,7468,46469.97,69.6,455.9,591.26,6980
2021,4,North America,Model S,1190,98754.32,95.5,546.8,111.11,1171
2021,4,North America,Model X,1216,109676.48,100.3,485.6,110.16,1305
2021,4,North America,Model Y,12021,55383.35,78.3,421.0,836.59,10863
2021,4,Rest of World,Model 3,1228,46469.97,69.6,455.9,101.43,1258
2021,4,Rest of World,Model S,179,98754.32,95.5,546.8,17.52,171
2021,4,Rest of World,Model X,164,109676.48,100.3,485.6,13.19,152
2021,4,Rest of World,Model Y,1747,55383.35,78.3,421.0,135.87,1837
2021,5,Asia-Pacific,Model 3,6780,46277.5,70.1,458.0,559.82,6653
2021,5,Asia-Pacific,Model S,990,94511.33,94.7,548.6,93.16,986
2021,5,Asia-Pacific,Model X,948,111224.63,99.1,478.7,78.84,901
2021,5,Asia-Pacific,Model Y,10915,57606.03,78.0,423.6,800.98,10996
